RAZON_SOCIAL_VISITADA,GIRO_COMERCIAL,MUNICIPIO,ENTIDAD,ID_RAZON_SOCIAL_VISITADA
SMART & FINAL DEL NOROESTE S.A. DE C.V.,MERCADO,TIJUANA,BAJA CALIFORNIA,9843
SMART & FINAL SUCURSAL 521,MERCADO,TIJUANA,BAJA CALIFORNIA,9844
SNOOPY  PELUCHES  REGALOS Y DETALLES,REGALOS,TUXTLA GUTIERREZ,CHIAPAS,9845
SOCORRO TENORIO PEREZ,ZAPATERIA,LEON,GUANAJUATO,9846
SOFIA,ZAPATERIA,CHIHUAHUA,CHIHUAHUA,9847
SOFIA BOUTIQUE,BOUTIQUE,MONTERREY,NUEVO LEON,9848
SOFIA JACINTO SANCHEZ Y/O MISCELANEA CELIA,ABARROTES,PAZ  LA,BAJA CALIFORNIA SUR,9849
SOHES DE MEXICO KIDS & TEENS FOOTWEAR T/O CALZADO TARO SA DE CV,ZAPATERIA,MIGUEL HIDALGO,DISTRITO FEDERAL,9850
SOHO FASHION  S.A DE C.V,PRENDAS DE VESTIR,BENITO JUAREZ,QUINTANA ROO,9851
SOHO FASHION S.A. DE C.V.,PRENDAS DE VESTIR,ALVARO OBREGON,DISTRITO FEDERAL,9852
SOHO SHOP FASION SA DE CV,ROPA PARA DAMA,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL,9853
SOHO Y/O PUJOLS S.A. DE C.V.,PRENDAS DE VESTIR,MIGUEL HIDALGO,DISTRITO FEDERAL,9854
SOHO Y/O SOHO FASHION S.A. DE C.V.,ROPA PARA DAMA,MIGUEL HIDALGO,DISTRITO FEDERAL,9855
SOL DEL ORIENTE  S.A. DE C.V. CONTENEDOR TGHU6543770,ARTICULOS DE IMPORTACION,AZCAPOTZALCO,DISTRITO FEDERAL,9856
SOLDADURAS Y EQUIPOS RAFE  S.A DE C.V,SIN GIRO ESPECIFICO,SANTA CATARINA,NUEVO LEON,9857
SOLET TALLAS EXTRAS,PRENDAS DE VESTIR,MONTERREY,NUEVO LEON,9858
SOLEX 2000,SIN GIRO ESPECIFICO,MONTERREY,NUEVO LEON,9859
SOLEX 2000,REPARACION DE APARATOS ELECTRICOS,MONTERREY,NUEVO LEON,9859
SOLID SILVER Y/O MODA CARIBEÃA  S.A. DE C.V.,JOYERIA,SOLIDARIDAD,QUINTANA ROO,9860
SOLO JEANS Y/O SONIA NOHEMI RENDON MARRUFO,BOUTIQUE,CAJEME,SONORA,9861
SOLUCIONES CELULAR,TELEFONIA CELULAR,QUERETARO,QUERETARO,9862
SOLUCIONES COSMETICAS  S.A DE C.V.,ARTICULOS DE BELLEZA,IZTAPALAPA,DISTRITO FEDERAL,9863
SOLUCIONES INVERSOFT  S. DE R.L. DE C.V.,PRODUCTOS ELECTRICOS,BENITO JUAREZ,DISTRITO FEDERAL,9864
SOMBRERERIA LA 5 Ã AVENIDA,SIN GIRO ESPECIFICO,SAN NICOLAS DE LOS GARZA,NUEVO LEON,9865
SOMBREROS  BOTAS  ROPA  VAQUEROS,ROPA PARA CABALLERO,ZACATECAS,ZACATECAS,9866
SOMO FASHION  S.A. DE C.V.,PRENDAS DE VESTIR,TLALPAN,DISTRITO FEDERAL,9867
SONIDO Y ALARMAS,SIN GIRO ESPECIFICO,SAN NICOLAS DE LOS GARZA,NUEVO LEON,9868
SONORA'S MEAT BOUTIQUE DE CORTES FINOS,RESTAURANT-BAR,AGUASCALIENTES,AGUASCALIENTES,9869
SONY BLISTER SHOP,APARATOS ELECTRICOS-TRONICOS-DOMESTICOS,TEXCOCO,MEXICO,9870
SONY DE MEXICO  S.A. DE C.V.,PRODUCTOS ELECTRONICOS,MIGUEL HIDALGO,DISTRITO FEDERAL,9871
SONYLU Y/O ALICIA UNZON CORDERO,BOUTIQUE,PAZ  LA,BAJA CALIFORNIA SUR,9872
SOPHIA SHALOOM BOUTIQUE,SIN GIRO ESPECIFICO,GUADALUPE,NUEVO LEON,9873
SORIANA,TIENDA DE AUTOSERVICIO,COMALCALCO,TABASCO,9874
SORIANA,TIENDA DE AUTOSERVICIO,ZAPOPAN,JALISCO,9875
SORIANA  HIPER Y/O TIENDAS SORIANA  S.A. DE C.V. (SUC. CONSULADO),TIENDA DE AUTOSERVICIO,VENUSTIANO CARRANZA,DISTRITO FEDERAL,9876
SORIANA HIPER Y/O TIENDAS SORIANA  S. A. DE C. V.,TIENDA DE AUTOSERVICIO,ECATEPEC DE MORELOS,MEXICO,9877
SORIANA MERCADO EXPRESS,TIENDA DE AUTOSERVICIO,OXKUTZCAB,YUCATAN,9878
SORRENTO Y/O COMERCIALIZADORA PECOLLA SA DE CV,ZAPATERIA,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL,9879
SOS CELL,TELEFONIA CELULAR,NUEVO LAREDO,TAMAULIPAS,9880
SOUND & EQUIPEMENT,SIN GIRO ESPECIFICO,MONTERREY,NUEVO LEON,9881
SOYA ELECTRIC Y/O SEPHORA AMPARO MICHAN ARZATE,PRODUCTOS NATURISTAS,BENITO JUAREZ,DISTRITO FEDERAL,9882
SOYA GENOVA  S.A. DE C.V.,PRODUCTOS NATURISTAS,CUAUHTEMOC,DISTRITO FEDERAL,9883
SOZUA BOUTIQUE,ROPA PARA CABALLERO,TAPACHULA,CHIAPAS,9884
SPA HOLISTIC Y/O LLANTAS Y SERVICIOS 7 LEGUAS,DISTRIBUIDORA DE LLANTAS,NEZAHUALCOYOTL,MEXICO,9885
SPACIO IN BOUTIQUE,BOUTIQUE,MEXICALI,BAJA CALIFORNIA,9886
SPORT CASUAL Y/O ANDRES MUÃOS LOPEZ,PRENDAS DE VESTIR,BENITO JUAREZ,QUINTANA ROO,9887
SPORT HALL,ROPA DEPORTIVA,COLIMA,COLIMA,9888
SPORT PALACE,ARTICULOS DEPORTIVOS,JUAREZ,NUEVO LEON,9889
SPORT QUIMOC METEPEC SA DE CV,GIMNASIO,METEPEC,MEXICO,9890
SPORT ZONE,ARTICULOS DEPORTIVOS,TLAXCALA,TLAXCALA,9891
SPORTENIS,ZAPATERIA,OJOCALIENTE,ZACATECAS,9892
SPORTS & CAPS,SIN GIRO ESPECIFICO,MONTERREY,NUEVO LEON,9893
SPORTS FAN,ROPA DEPORTIVA,TIJUANA,BAJA CALIFORNIA,9894
SPORTS FAN STORE,ROPA DEPORTIVA,CHIHUAHUA,CHIHUAHUA,9895
SPORTS LAND,ROPA DEPORTIVA,CAJEME,SONORA,9896
SPRINGFIELD,SIN GIRO ESPECIFICO,MONTERREY,NUEVO LEON,9897
SPRINGFIELD Y/O EL PALACIO DE HIERRO  S.A. DE C.V.,PRENDAS DE VESTIR,TLALPAN,DISTRITO FEDERAL,9898
SPRINGFIELD Y/O EL PALACIO DE HIERRO S.A. DE C.V.,ROPA DEPORTIVA,NAUCALPAN DE JUAREZ,MEXICO,9899
SPRINGFIELD Y/O EL PALACIO DE HIERRO S.A. DE C.V.,ROPA PARA CABALLERO,NAUCALPAN DE JUAREZ,MEXICO,9899
SQUADRA Y/O GRUPO TEXTIL PUMA S.A. DE C.V.,SIN GIRO ESPECIFICO,NICOLAS ROMERO,MEXICO,9900
SR. AMIGO RESTAURANT BAR,RESTAURANTE,PUERTO PEÃASCO,SONORA,9901
STANLEY ADAMS  S.A. DE C.V.,PRENDAS DE VESTIR,IZTACALCO,DISTRITO FEDERAL,9902
STAR COSMETIC & GIFTS,SIN GIRO ESPECIFICO,SANTA CATARINA,NUEVO LEON,9903
STAR PRICE,REGALOS,CHIHUAHUA,CHIHUAHUA,9904
STAR PRICE TODO A UN PRECIO,SIN GIRO ESPECIFICO,SANTA CATARINA,NUEVO LEON,9905
STARBUCKS,RESTAURANTE,GUADALAJARA,JALISCO,9906
STARBUCKS,RESTAURANTE,MORELIA,MICHOACAN DE OCAMPO,9907
STARBUCKS COFFEE Y/O CAFE SIRENA S. DE R.L. DE C.V.,RESTAURANTE,ATIZAPAN DE ZARAGOZA,MEXICO,9908
STARGIFT  S.A. DE C.V.,ARTICULOS DE IMPORTACION,AZCAPOTZALCO,DISTRITO FEDERAL,9909
STEEL PRO  S.A. DE C.V.,APARATOS ELECTRICOS-TRONICOS-DOMESTICOS,GUADALUPE,NUEVO LEON,9910
STEFANO FASHION Y/O JULIO CESAR CAMPOS MIRELES,NOVEDADES Y FANTASIAS,CUAUHTEMOC,DISTRITO FEDERAL,9911
STEREN,REPARACION DE APARATOS ELECTRICOS,GENERAL ESCOBEDO,NUEVO LEON,9912
STEREN,PRODUCTOS ELECTRICOS,NUEVO LAREDO,TAMAULIPAS,9913
STEREN PRODUCTO EMPACADO  S.A. DE C.V.,PRODUCTOS ELECTRICOS,AZCAPOTZALCO,DISTRITO FEDERAL,9914
STEREN SHOP,PRODUCTOS ELECTRONICOS,APIZACO,TLAXCALA,9915
STEREN SHOP,PRODUCTOS ELECTRONICOS,COYOACAN,DISTRITO FEDERAL,9916
STEREN SHOP,MINI SUPER,TOLUCA,MEXICO,9917
STEREN SHOP  Y/O GRUPO EMPRESARIAL GOLGAN S.A. DE C.V.,PRODUCTOS ELECTRONICOS,COYOACAN,DISTRITO FEDERAL,9918
STEREN SHOP Y/O ELECTRONICA DE LAS AMERICAS  S. A. DE C. V.,PRODUCTOS ELECTRONICOS,ECATEPEC DE MORELOS,MEXICO,9919
STEREN SHOP Y/O SERVICIOS PROFESIONALES ADMINISTRATIVOS DEL CENTRO SC DE RL DE C,PRODUCTOS ELECTRICOS,MIGUEL HIDALGO,DISTRITO FEDERAL,9920
STEREN Y/O ALDAN ELECTRONICA S.A. DE C.V.,PRODUCTOS ELECTRONICOS,NICOLAS ROMERO,MEXICO,9921
STEREN Y/O ANDRES CHAVEZ LUNA,PRODUCTOS ELECTRONICOS,ATIZAPAN DE ZARAGOZA,MEXICO,9922
STEREN Y/O LULKACORP S. DE R.L. DE C.V.,PRODUCTOS ELECTRONICOS,TLALPAN,DISTRITO FEDERAL,9923
STEUBEN MEXICO  S.A. DE C.V.,PRODUCTOS ELECTRONICOS,CUAUHTEMOC,DISTRITO FEDERAL,9924
STEUBEN MEXICO  S.A. DE C.V. Y/O FUSSION  ACUSTIC,PRODUCTOS ELECTRICOS,CUAUHTEMOC,DISTRITO FEDERAL,9925
STEVE MADDEN MEXICO  S. DE R.L. DE C.V. CONTENEDOR SUDU8779848  AUTOMOTOR 942WP5,PRENDAS DE VESTIR,AZCAPOTZALCO,DISTRITO FEDERAL,9926
STEVE MADDEN SATELITE Y/O TRENDY IMPORTS S.A. DE C.V.,ZAPATERIA,NAUCALPAN DE JUAREZ,MEXICO,9927
STEVE SCUDERIA,DISTRIBUIDORA DE LLANTAS,NEZAHUALCOYOTL,MEXICO,9928
STILETTOS,ZAPATERIA,VILLAHERMOSA,TABASCO,9929
STILOS,ROPA PARA CABALLERO,TAPACHULA,CHIAPAS,9930
STOCK DE OFICINAS Y/O STOCK DE OFICINAS  S.A DE C.V,SIN GIRO ESPECIFICO,MONTERREY,NUEVO LEON,9931
STRADIVARIOS  MÂ¿XICO S.A DE C.V.,ACCESORIOS PARA BAÃO,NAUCALPAN DE JUAREZ,MEXICO,9932
STRADIVARIOS MEXICO S.A. DE C.V.,ROPA PARA CABALLERO,NAUCALPAN DE JUAREZ,MEXICO,9933
STRADIVARIUS MEXICO  S.A. DE .C.V.,ROPA PARA PLAYA,PACHUCA DE SOTO,HIDALGO,9934
STRADIVARIUS Y/O STRADIVARIUS MEXICO  S.A. DE C.V.,ROPA PARA DAMA,IZTAPALAPA,DISTRITO FEDERAL,9935
STRESS,ZAPATERIA,CHIHUAHUA,CHIHUAHUA,9936
STUDIO F,BOUTIQUE,MORELIA,MICHOACAN DE OCAMPO,9937
STUDIO F PERINORTE,PRENDAS DE VESTIR,CUAUTITLAN IZCALLI,MEXICO,9938
STUDIO F Y/O MODINSA MEXICO S.A. DE C.V.,ROPA PARA DAMA,NAUCALPAN DE JUAREZ,MEXICO,9939
STUDIO F Y/O MODINSA MÂ¿XICO  S.A DE C.V.,ROPA PARA DAMA,HUIXQUILUCAN,MEXICO,9940
STUDIO F Y/O MODINSA MÂ¿XICO  S.A DE C.V.,ROPA PARA DAMA,NAUCALPAN DE JUAREZ,MEXICO,9941
STYLO,ZAPATERIA,SAN LUIS POTOSI,SAN LUIS POTOSI,9942
STYLO  Y/O   CALZADO ACTIVO S A  DE C.V.,ZAPATERIA,CUAUHTEMOC,DISTRITO FEDERAL,9943
SUAVE SURF SHOP,ROPA PARA CABALLERO,COLIMA,COLIMA,9944
SUBURBIA,TIENDA DEPARTAMENTAL,COLIMA,COLIMA,9945
SUBURBIA,PRENDAS DE VESTIR,TAPACHULA,CHIAPAS,9946
SUBURBIA  S DE R.L DE C.V.,TIENDA DEPARTAMENTAL,TAPACHULA,CHIAPAS,9947
SUBURBIA  S. DE R. L. DE C. V.,PRENDAS DE VESTIR,APETATITLAN DE ANTONIO CARVAJAL,TLAXCALA,9948
SUBURBIA  S. DE R.L. DE C.V.,TIENDA DEPARTAMENTAL,AZCAPOTZALCO,DISTRITO FEDERAL,9949
SUBURBIA  S. DE R.L. DE C.V.,TIENDA DEPARTAMENTAL,BOCA DEL RIO,VERACRUZ,9950
SUBURBIA  S. DE R.L. DE C.V.,TIENDA DEPARTAMENTAL,CHIHUAHUA,CHIHUAHUA,9951
SUBURBIA  S. DE R.L. DE C.V.,TIENDA DEPARTAMENTAL,CUAUHTEMOC,DISTRITO FEDERAL,9952
SUBURBIA  S. DE R.L. DE C.V.,TIENDA DEPARTAMENTAL,GUADALUPE,ZACATECAS,9953
SUBURBIA  S. DE R.L. DE C.V.,TIENDA DEPARTAMENTAL,MIGUEL HIDALGO,DISTRITO FEDERAL,9954
SUBURBIA  S. DE R.L. DE C.V.,TIENDA DEPARTAMENTAL,MORELIA,MICHOACAN DE OCAMPO,9955
SUBURBIA  S. DE R.L. DE C.V.,TIENDA DEPARTAMENTAL,PACHUCA DE SOTO,HIDALGO,9956
SUBURBIA  S. DE R.L. DE C.V.,TIENDA DEPARTAMENTAL,TLALPAN,DISTRITO FEDERAL,9957
SUBURBIA  S. DE R.L. DE C.V.       ( SUBURBIA ),TIENDA DEPARTAMENTAL,CUAUHTEMOC,DISTRITO FEDERAL,9958
SUBURBIA  S. DE R.L. DE C.V.   GRAN SUR,TIENDA DEPARTAMENTAL,COYOACAN,DISTRITO FEDERAL,9959
SUBURBIA  S. DE R.L. DE C.V.  (SUBURBIA),TIENDA DEPARTAMENTAL,NAUCALPAN DE JUAREZ,MEXICO,9960
SUBURBIA  S. DE R.L. DE C.V. (SUBURBIA),TIENDA DEPARTAMENTAL,BENITO JUAREZ,DISTRITO FEDERAL,9961
SUBURBIA  S. DE R.L. DE C.V. (SUBURBIA),TIENDA DEPARTAMENTAL,CUAUHTEMOC,DISTRITO FEDERAL,9962
SUBURBIA  S. DE R.L. DE C.V. (SUBURBIA),TIENDA DEPARTAMENTAL,GUSTAVO A. MADERO,DISTRITO FEDERAL,9963
SUBURBIA  S. DE R.L. DE C.V. (SUBURBIA),TIENDA DEPARTAMENTAL,IZTAPALAPA,DISTRITO FEDERAL,9964
SUBURBIA  S. DE R.L. DE C.V. (SUBURBIA),TIENDA DEPARTAMENTAL,MIGUEL HIDALGO,DISTRITO FEDERAL,9965
SUBURBIA  S. DE R.L. DE C.V. (SUBURBIA),TIENDA DEPARTAMENTAL,QUERETARO,QUERETARO,9966
SUBURBIA  S. DE R.L. DE C.V. Y/O SUBURBIA,TIENDA DEPARTAMENTAL,IZTAPALAPA,DISTRITO FEDERAL,9967
SUBURBIA  S.R.L. DE C.V.,TIENDA DE AUTOSERVICIO,TUXTLA GUTIERREZ,CHIAPAS,9968
SUBURBIA DIAMANTE ACAPULCO Y/O SUBURBIA  S. DE R.L. DE C.V.,TIENDA DEPARTAMENTAL,ACAPULCO DE JUAREZ,GUERRERO,9969
SUBURBIA S DE R.L. DE C.V.,PRENDAS DE VESTIR,ALVARO OBREGON,DISTRITO FEDERAL,9970
SUBURBIA S DE R.L. DE C.V.,PRENDAS DE VESTIR,MIGUEL HIDALGO,DISTRITO FEDERAL,9971
SUBURBIA S DE RL DE C. V.,TIENDA DEPARTAMENTAL,ECATEPEC DE MORELOS,MEXICO,9972
SUBURBIA S. DE R. L. DE C. V.,TIENDA DEPARTAMENTAL,COACALCO DE BERRIOZABAL,MEXICO,9973
SUBURBIA S. DE R. L. DE C. V.,TIENDA DEPARTAMENTAL,TLALPAN,DISTRITO FEDERAL,9974
SUBURBIA S. DE R.L. DE C.V.,TIENDA DEPARTAMENTAL,DURANGO,DURANGO,9975
SUBURBIA S. DE R.L. DE C.V.,PRENDAS DE VESTIR,IZTAPALAPA,DISTRITO FEDERAL,9976
SUBURBIA S. DE R.L. DE C.V.,TIENDA DEPARTAMENTAL,OAXACA DE JUAREZ,OAXACA,9977
SUBURBIA S. DE R.L. DE C.V.,TIENDA DEPARTAMENTAL,SALTILLO,COAHUILA DE ZARAGOZA,9978
SUBURBIA S. DE R.L. DE C.V.,TIENDA DEPARTAMENTAL,SAN LUIS POTOSI,SAN LUIS POTOSI,9979
SUBURBIA S. DE R.L. DE C.V.,TIENDA DEPARTAMENTAL,TLALNEPANTLA DE BAZ,MEXICO,9980
SUBURBIA S. DE R.L. DE C.V.,TIENDA DEPARTAMENTAL,TLALPAN,DISTRITO FEDERAL,9981
SUBURBIA S. DE R.L. DE C.V. (SUBURBIA LAS ADELITAS),TIENDA DE AUTOSERVICIO,VICTORIA,TAMAULIPAS,9982
SUBWAY,RESTAURANTE,APIZACO,TLAXCALA,9983
SUC. SUPERCHE JALPA,TIENDA DEPARTAMENTAL,JALPA DE MENDEZ,TABASCO,9984
SUCESORES DE DONACIANO TERRONES SERRANO  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,COLIMA,COLIMA,9985
SUGAR FASHION  S.A. DE C.V.,PRENDAS DE VESTIR,CUAUHTEMOC,DISTRITO FEDERAL,9986
SULTANA INTERNACIONAL  S.A. DE C.V.,REFACCIONARIA AUTOMOTRIZ,MONTERREY,NUEVO LEON,9987
SULTANES SPORT,SIN GIRO ESPECIFICO,MONTERREY,NUEVO LEON,9988
SUMESA Y/O TIENDAS COMERCIAL MEXICANA S.A. DE C.V.,TIENDA DEPARTAMENTAL,ATIZAPAN DE ZARAGOZA,MEXICO,9989
SUMEX GRUPO DE ELECTRONICA  S.A. DE C.V. Y/O SUMEX ELECTRONICA,TELEFONIA CELULAR,CUAUHTEMOC,DISTRITO FEDERAL,9990
SUMINISTROS DOMESTICOS  S.A. DE C.V. Y/O CRISTALERIA EL ANCLA,ARTICULOS PARA EL HOGAR,CUAUHTEMOC,DISTRITO FEDERAL,9991
SUMINISTROS INDUSTRIALES DE TABASCO  S.A. DE C.V.,FERRETERIA,COMALCALCO,TABASCO,9992
SUMINISTROS Y PRESTACIONES  S.A. DE C.V. JUGUETERIA MEGA TOYS,JUGUETERIA,NEZAHUALCOYOTL,MEXICO,9993
SUMMER BOUTIQUE,ROPA INFANTIL,PUEBLA,PUEBLA,9994
SUNBEAM MEXICANA  S.A. DE C.V.,ARTICULOS DE IMPORTACION,ACUÃA,COAHUILA DE ZARAGOZA,9995
SUNBEAN MEXICANA  S.A DE C.V,ARTICULOS DE IMPORTACION,ACUÃA,COAHUILA DE ZARAGOZA,9996
SUNGJININE  S.A. DE C.V.,PRENDAS DE VESTIR,CUAUHTEMOC,DISTRITO FEDERAL,9997
SUNNY SHOP,ARTICULOS DE BELLEZA,CHIMALHUACAN,MEXICO,9998
SUNRI IMPORT - EXPORT  S.A. DE C.V.,BISUTERIA,CUAUHTEMOC,DISTRITO FEDERAL,9999
SUPER  OMAR,ABARROTES,COLIMA,COLIMA,10000
"SUPER "" 8 """,ABARROTES,REYNOSA,TAMAULIPAS,10001
"SUPER ""A""",ABARROTES VINOS Y LICORES,COACALCO DE BERRIOZABAL,MEXICO,10002
SUPER 3,ABARROTES,VICTORIA,TAMAULIPAS,10003
SUPER ABARROTES GUICHO  S.A.,MINI SUPER,VENUSTIANO CARRANZA,DISTRITO FEDERAL,10004
SUPER ABARROTES GUICHO S.A. Y/O ABARROTES ALIANZA,ABARROTES,CUAUTITLAN IZCALLI,MEXICO,10005
SUPER ABARROTES LA CIENEGA  S.A.,ABARROTES VINOS Y LICORES,IZTAPALAPA,DISTRITO FEDERAL,10006
SUPER ABARROTES LA CIENEGA  S.A.,VINOS Y LICORES,IZTAPALAPA,DISTRITO FEDERAL,10006
SUPER ABARROTES LA CIENEGA  S.A. Y/O ALIANZA VERTIZ,ABARROTES VINOS Y LICORES,BENITO JUAREZ,DISTRITO FEDERAL,10007
SUPER ABARROTES LA ESTACION  S. A.,ABARROTES,ECATEPEC DE MORELOS,MEXICO,10008
SUPER ABARROTES LA ESTACION  S.A    BOMBAS,VINOS Y LICORES,COYOACAN,DISTRITO FEDERAL,10009
SUPER ABARROTES LA ESTACION  S.A.,ABARROTES,COYOACAN,DISTRITO FEDERAL,10010
SUPER ABARROTES LA VICTORIA  S.A.,ABARROTES VINOS Y LICORES,COYOACAN,DISTRITO FEDERAL,10011
SUPER ABARROTES LA VICTORIA  S.A. DE C.V. Y/0 AZTECA XPRESS,VINOS Y LICORES,COYOACAN,DISTRITO FEDERAL,10012
SUPER ABARROTES LA VICTORIA S.A. Y/O TIENDAS ALIANZA,ABARROTES VINOS Y LICORES,IZTAPALAPA,DISTRITO FEDERAL,10013
SUPER AKI Y/O SUPER SAN FRANCISCO DE ASIS  S.A DE C.V.,TIENDA DE AUTOSERVICIO,BENITO JUAREZ,QUINTANA ROO,10014
SUPER AMIGO COLON  S.A. DE C.V.,ABARROTERA,CHIHUAHUA,CHIHUAHUA,10015
SUPER AMIGO ZARGO  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,CHIHUAHUA,CHIHUAHUA,10016
SUPER ANTÃ¯S MART,ABARROTES,ATIZAPAN DE ZARAGOZA,MEXICO,10017
SUPER AZTECA Y/O VICTOR MANUEL LOPEZ CIGALES,ABARROTES,TULTITLAN,MEXICO,10018
SUPER BOCADOS MENDOZA,PRODUCTOS ALIMENTICIOS,MONTERREY,NUEVO LEON,10019
SUPER BODEGA,MINI SUPER,APODACA,NUEVO LEON,10020
SUPER BODEGA,ZAPATERIA,QUERETARO,QUERETARO,10021
SUPER BONY,MINI SUPER,TLALNEPANTLA DE BAZ,MEXICO,10022
SUPER C SAN MIGUEL,ABARROTES,ATIZAPAN DE ZARAGOZA,MEXICO,10023
SUPER CAMPECHE SA DE CV,ARTICULOS PARA FIESTAS,CAMPECHE,CAMPECHE,10024
SUPER CARNES FRIAS DEL BAJIO  S.A. DE C.V.,EMPACADORA,NEZAHUALCOYOTL,MEXICO,10025
SUPER CARNES JUANJO JR,MINI SUPER,APODACA,NUEVO LEON,10026
SUPER CARNES LA CABAÃA,CARNICERIA,SALTILLO,COAHUILA DE ZARAGOZA,10027
SUPER CARNES MURILLO,CARNICERIA,APODACA,NUEVO LEON,10028
SUPER CARNES MURILLO   Y/O SUPER CARNES MURILLO   S.A. DE C.V.,CARNICERIA,APODACA,NUEVO LEON,10029
SUPER CARNICERIA HERMANOS REA,CARNICERIA,NUEVO LAREDO,TAMAULIPAS,10030
SUPER CARNICERIA ISLAS VILLAFONTANA,CARNICERIA,MEXICALI,BAJA CALIFORNIA,10031
SUPER CARNICERIA Y FRUTERIA EL LIMOSIN,ABARROTES,TIJUANA,BAJA CALIFORNIA,10032
SUPER CAVA VINOS Y LICORES,VINOS Y LICORES,TAPACHULA,CHIAPAS,10033
SUPER CAVA VINOS Y LICORES,BEBIDAS ALCOHOLICAS,TUXTLA GUTIERREZ,CHIAPAS,10034
SUPER CENTRO CINTHIA  PROPIEDAD DE MINERVA INGRID GONZALEZ,ABARROTES,VERACRUZ,VERACRUZ,10035
SUPER CHEDRAUI ZITACUARO,TIENDA DE AUTOSERVICIO,ZITACUARO,MICHOACAN DE OCAMPO,10036
SUPER CITY,MINI SUPER,CULIACAN,SINALOA,10037
SUPER COMPRAS  LY.,ABARROTES,TLALNEPANTLA DE BAZ,MEXICO,10038
SUPER CORONA,ABARROTES,TLALNEPANTLA DE BAZ,MEXICO,10039
SUPER CORUÃA  S.A.,ABARROTES VINOS Y LICORES,IZTACALCO,DISTRITO FEDERAL,10040
SUPER COVI Y/O ABARROTERA DEL DUERO  S.A. DE C.V.,VINOS Y LICORES,CAMPECHE,CAMPECHE,10041
SUPER DAX LOS ENCINOS,TIENDA DE AUTOSERVICIO,TECATE,BAJA CALIFORNIA,10042
SUPER DE TEMIXCO  S.A. DE C.V.,MINI SUPER,TEMIXCO,MORELOS,10043
SUPER DESPENSA Y/O DON DESPENSA DEL CERCADO  S.DE R.L  DE C.V,SIN GIRO ESPECIFICO,SANTIAGO,NUEVO LEON,10044
SUPER DON FALLO  PROPIEDAD DE ALEJANDRA CUNNINGHAM REYES,ABARROTES,VERACRUZ,VERACRUZ,10045
SUPER DULCERIA JA JA,DULCES Y CHOCOLATES,APODACA,NUEVO LEON,10046
SUPER DULCERIA LA ESMERALDA,DULCERIA,COLIMA,COLIMA,10047
SUPER DULCERIAS YOYIS,DULCES Y CHOCOLATES,TAPACHULA,CHIAPAS,10048
SUPER DULCES,DULCERIA,TIJUANA,BAJA CALIFORNIA,10049
SUPER DUPER Y/O FELIX ESQUIVEL VILLAGRAN,MINI SUPER,ALVARO OBREGON,DISTRITO FEDERAL,10050
SUPER EL NARANJERO  Y/O FERNANDO CAVAZOS TAMEZ,MINI SUPER,DURANGO,DURANGO,10051
SUPER ESTRELLA,ABARROTES,TLALNEPANTLA DE BAZ,MEXICO,10052
SUPER FACIL,ABARROTES,VICTORIA,TAMAULIPAS,10053
SUPER FIDE,ABARROTES,ZACATECAS,ZACATECAS,10054
SUPER G,MINI SUPER,TULTEPEC,MEXICO,10055
SUPER G LA FORTALEZA,MINI SUPER,CUAUTITLAN IZCALLI,MEXICO,10056
SUPER GELOS SAN FELIPE,ABARROTES,CHIHUAHUA,CHIHUAHUA,10057
SUPER GI-O Y/O LUIS GABRIEL ULLOA OROZCO,ABARROTES,NAUCALPAN DE JUAREZ,MEXICO,10058
SUPER GIL,HUEVO,SAN LUIS POTOSI,SAN LUIS POTOSI,10059
SUPER GOS Y/O GRACIELA GONZALEZ MARTINEZ,ABARROTES VINOS Y LICORES,JILOTEPEC,MEXICO,10060
SUPER GUERRERO,ABARROTES,REYNOSA,TAMAULIPAS,10061
SUPER GUTIERREZ SA DE CV,TIENDA DE AUTOSERVICIO,SABINAS,COAHUILA DE ZARAGOZA,10062
SUPER ISSSTE,LAVADO Y ENGRASADO,CAMPECHE,CAMPECHE,10063
SUPER ISSSTE,FARMACIA,MEXICALI,BAJA CALIFORNIA,10064
SUPER ISSSTE CENTRO COMERCIAL 159 ZARAGOZA,TIENDA DE AUTOSERVICIO,IZTAPALAPA,DISTRITO FEDERAL,10065
SUPER JESUS 3 Y/O SAMIER SABREY AL NAJAR AMEIN,MINI SUPER,IZTACALCO,DISTRITO FEDERAL,10066
SUPER KIOSKO  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,COLIMA,COLIMA,10067
SUPER KIOSKO  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,COQUIMATLAN,COLIMA,10068
SUPER KIOSKO  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,TECOMAN,COLIMA,10069
SUPER KIOSKO  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,VILLA DE ALVAREZ,COLIMA,10070
SUPER KIOSKO  SA DE CV.,TIENDAS DE CONVENIENCIA,COLIMA,COLIMA,10071
SUPER KIOSKO  SA DE CV.,TIENDAS DE CONVENIENCIA,MANZANILLO,COLIMA,10072
